q,NormalSparsity
0.0799,0.25803805444648753
0.0800,0.25812335058908226
0.0801,0.25820859991095935
0.0802,0.2582938025103785
0.0803,0.25837895848527326
0.0804,0.2584640679332529
0.0805,0.25854913095160326
0.0806,0.2586341476372887
0.0807,0.25871911808695347
0.0808,0.2588040423969232
0.0809,0.258888920663206
0.0810,0.2589737529814946
0.0811,0.2590585394471671
0.0812,0.25914328015528876
0.0813,0.2592279752006133
0.0814,0.2593126246775844
0.0815,0.25939722868033704
0.0816,0.2594817873026988
0.0817,0.25956630063819136
0.0818,0.25965076878003196
0.0819,0.25973519182113464
0.0820,0.2598195698541116
0.0821,0.25990390297127464
0.0822,0.25998819126463624
0.0823,0.2600724348259114
0.0824,0.26015663374651865
0.0825,0.26024078811758117
0.0826,0.2603248980299286
0.0827,0.2604089635740978
0.0828,0.2604929848403349
0.0829,0.2605769619185957
0.0830,0.2606608948985475
0.0831,0.26074478386957034
0.0832,0.2608286289207584
0.0833,0.26091243014092064
0.0834,0.2609961876185828
0.0835,0.2610799014419881
0.0836,0.26116357169909904
0.0837,0.2612471984775981
0.0838,0.2613307818648891
0.0839,0.2614143219480988
0.0840,0.26149781881407763
0.0841,0.26158127254940106
0.0842,0.26166468324037084
0.0843,0.2617480509730165
0.0844,0.2618313758330958
0.0845,0.2619146579060966
0.0846,0.26199789727723766
0.0847,0.26208109403147006
0.0848,0.26216424825347817
0.0849,0.26224736002768073
0.0850,0.2623304294382324
0.0851,0.26241345656902454
0.0852,0.26249644150368634
0.0853,0.2625793843255862
0.0854,0.26266228511783263
0.0855,0.26274514396327553
0.0856,0.2628279609445072
0.0857,0.2629107361438635
0.0858,0.26299346964342485
0.0859,0.26307616152501756
0.0860,0.2631588118702144
0.0861,0.2632414207603366
0.0862,0.26332398827645387
0.0863,0.26340651449938624
0.0864,0.26348899950970484
0.0865,0.26357144338773275
0.0866,0.26365384621354665
0.0867,0.2637362080669772
0.0868,0.2638185290276105
0.0869,0.26390080917478886
0.0870,0.26398304858761223
0.0871,0.2640652473449389
0.0872,0.2641474055253864
0.0873,0.26422952320733284
0.0874,0.2643116004689179
0.0875,0.26439363738804356
0.0876,0.26447563404237523
0.0877,0.2645575905093429
0.0878,0.26463950686614196
0.0879,0.26472138318973426
0.0880,0.2648032195568488
0.0881,0.2648850160439833
0.0882,0.26496677272740465
0.0883,0.26504848968315003
0.0884,0.2651301669870279
0.0885,0.2652118047146189
0.0886,0.2652934029412768
0.0887,0.2653749617421296
0.0888,0.26545648119208015
0.0889,0.2655379613658074
0.0890,0.2656194023377671
0.0891,0.2657008041821929
0.0892,0.265782166973097
0.0893,0.26586349078427146
0.0894,0.2659447756892888
0.0895,0.266026021761503
0.0896,0.26610722907405027
0.0897,0.26618839769985014
0.0898,0.26626952771160645
0.0899,0.26635061918180764
0.0900,0.26643167218272845
0.0901,0.2665126867864302
0.0902,0.26659366306476173
0.0903,0.26667460108936075
0.0904,0.2667555009316539
0.0905,0.26683636266285826
0.0906,0.2669171863539821
0.0907,0.2669979720758253
0.0908,0.26707871989898074
0.0909,0.26715942989383473
0.0910,0.26724010213056826
0.0911,0.2673207366791574
0.0912,0.26740133360937424
0.0913,0.267481892990788
0.0914,0.26756241489276555
0.0915,0.26764289938447217
0.0916,0.2677233465348726
0.0917,0.2678037564127319
